seconds_since_2019_07_04_utc,magnitude,event_id
465752.000,3.14,ci38499303
465796.140,2.58,ci38499319
466262.100,2.63,ci38499415
469241.510,2.7,ci38500127
469312.370,3.54,ci38500135
470491.880,3.11,ci38500391
471046.780,2.62,ci38500511
471273.850,2.54,ci38500551
473967.990,2.51,ci37486501
475002.020,2.76,ci38501199
476256.920,2.6,ci38501455
476712.000,2.51,ci38501535
478701.680,3.47,ci38501895
478711.930,3.03,ci37265404
480528.060,3.42,ci38502215
483513.290,2.82,ci38502727
483657.200,2.62,ci38502751
486567.050,2.7,ci38503303
486659.050,2.92,ci38503311
487400.970,2.72,ci38503423
488445.550,3.49,ci38503631
492423.120,3.33,ci38504415
493888.660,3.55,ci38504647
495847.050,2.57,ci38505087
499057.340,3.43,ci38505679
499276.040,2.88,ci38505687
503066.840,2.52,ci38506303
503390.550,3.11,ci38506343
503482.780,2.56,ci38506351
503811.010,2.62,ci38506391
504248.200,2.69,ci38506479
507559.310,2.51,ci38507055
509707.570,2.87,ci38507415
510466.140,2.78,ci38507583
510769.310,3.28,ci38507623
513899.630,2.52,ci38508303
514442.880,2.68,ci38508415
515097.710,2.88,ci38508519
515526.140,2.54,ci38508599
515761.950,2.75,ci38508655
516136.730,2.7,ci38508743
517447.220,2.61,ci38508975
517650.220,2.52,ci38508999
517933.310,2.71,ci38509071
519682.450,2.66,ci38509359
520671.370,2.52,ci38509543
521297.580,4.07,ci38509663
521605.750,2.71,ci38509695
521918.320,2.88,ci38509775
524582.630,3.96,ci38510319
524694.890,2.56,ci38510335
524838.760,2.93,ci38510375
525539.180,2.88,ci38510495
527623.790,2.59,ci38510943
531774.900,3.61,ci38511719
533651.760,3.06,ci38512103
541205.780,2.85,ci38513463
541305.580,2.56,ci38513471
541456.010,2.98,ci38513511
543926.260,3.69,ci38513943
544962.980,3.08,ci38514151
545008.620,2.53,ci38514159
548492.680,2.89,ci38514767
550293.570,2.73,ci38515111
551317.390,2.73,ci38515279
551391.950,2.55,ci38515287
551615.440,2.63,ci38515303
552078.020,2.79,ci38515407
552728.290,3.25,ci38515519
553552.740,2.68,ci38515663
554660.840,3.16,ci38515863
555189.650,2.63,ci38515935
555509.000,2.54,ci38516007
557884.970,3.45,ci38516463
559734.320,2.51,ci38516823
560157.450,2.67,ci38516879
561605.090,3.81,ci38517119
561634.650,2.78,ci38517127
563336.960,4.18,ci38517471
564566.810,3.05,ci38517703
565338.690,3.2,ci38517847
565802.400,2.73,ci38517919
566589.190,3.43,ci38518087
567537.360,3.26,ci38518287
568998.340,2.52,ci38518527
571986.080,3.52,ci38519135
572040.380,2.96,ci38519143
572516.140,3.33,ci38519223
572524.290,3.56,ci38519231
572536.480,2.71,ci37486837
572964.600,3.21,ci38519287
575552.250,2.82,ci38519839
576098.210,3.49,ci38519951
579120.660,2.8,ci38520447
579315.750,2.81,ci38520495
579415.180,2.59,ci38520503
582201.520,3.24,ci38521047
582201.710,2.92,ci38521039
582375.810,2.76,ci38521087
586078.060,2.53,ci38521791
586141.420,4.09,ci38521799
586295.250,3.7,ci38521815
586303.830,3.51,ci37265572
586404.760,2.61,ci38521823
587702.530,3.25,ci38522055
587714.920,3.18,ci37248948
588543.180,2.65,ci38522175
589451.250,2.67,ci38522383
590991.950,4.17,ci38522647
591041.830,2.68,ci37421061
592785.480,2.88,ci38523023
594096.740,2.79,ci38523175
596458.420,3.09,ci38523567
597145.450,2.94,ci38523695
598548.260,3.87,ci38523943
598553.250,3.66,ci37265580
598856.590,2.8,ci37486557
598916.120,2.59,ci38523999
602199.460,2.66,ci38524615
603055.040,2.51,ci38524775
603223.630,2.94,ci38524815
603253.690,2.61,ci38524823
603343.530,3.01,ci38524831
604123.270,3.29,ci38524935
604739.200,3.62,ci38525047
605334.490,3.05,ci38525143
605454.850,2.54,ci38525167
605501.620,2.68,ci38525175
605677.320,4.52,ci38525207
605739.220,4.37,ci38525215
606019.930,3.45,ci38525247
606944.320,3.01,ci38525407
607373.270,3.07,ci38525479
607569.530,3.21,ci38525495
609249.990,2.75,ci38525815
609710.780,3.16,ci38525895
609932.920,2.53,ci38525927
614122.450,3.51,ci38526799
615456.490,2.77,ci38527079
616764.590,2.6,ci38527327
618353.450,2.75,ci38527655
619801.370,4.3,ci38527863
620135.510,2.53,ci38527919
620329.390,3.45,ci38527943
620994.390,2.93,ci38528039
621133.230,2.51,ci38528047
621931.010,3.57,ci38528167
621985.210,2.72,ci38528183
622004.520,2.6,ci38528191
623026.140,3.55,ci38528383
625357.500,2.69,ci38528791
625416.190,2.8,ci38528807
625952.870,2.78,ci38528871
630245.960,4.02,ci38529591
631189.980,3.53,ci38529711
631687.380,2.87,ci38529815
631942.400,2.58,ci38529847
633356.460,3.37,ci38530047
636482.340,3.44,ci38530495
642389.870,3.48,ci38531487
642444.390,3.13,ci38531503
643415.390,3.55,ci38531663
643919.670,2.63,ci38531703
644385.820,3.67,ci38531775
645403.240,2.77,ci38531895
645447.630,3.17,ci38531903
646576.600,3.53,ci38532079
646653.840,2.84,ci38532095
646777.950,2.71,ci38532119
648476.160,2.59,ci38532399
649204.630,3,ci38532479
649242.280,3.52,ci38532487
649313.180,2.73,ci38532503
651251.370,2.72,ci38532823
652393.510,3.11,ci38532975
655551.980,2.56,ci38533423
656659.130,2.52,ci38533551
658079.430,2.52,ci38533759
659772.660,2.75,ci38534095
660171.540,2.66,ci38534167
660772.260,3.87,ci38534255
661866.400,3.31,ci38534415
663548.760,3.72,ci38534591
664868.500,3.53,ci38534735
667404.920,2.62,ci38535135
667864.060,3.1,ci38535183
668873.480,2.6,ci38535359
670345.800,2.53,ci38535535
670381.350,2.54,ci38535543
673653.850,2.58,ci38536071
674013.210,2.64,ci38536159
674097.410,2.7,ci38536167
676254.040,2.77,ci38536527
682599.480,2.67,ci38537591
682955.360,2.67,ci38537671
682963.380,2.54,ci38537679
686277.210,2.65,ci38538263
687028.250,2.51,ci38538375
688872.660,2.57,ci38538751
689847.310,2.96,ci38538911
690318.670,4.14,ci38538991
690421.440,2.57,ci38538999
690668.980,3.46,ci38539031
690752.220,3.64,ci38539039
